"Protein.IDs","Majority.protein.IDs","First.Majority.protein.IDs","Fasta.headers","Ratio.H.L.MSZ20_1_P","Ratio.H.L.MSZ20_1_T","Ratio.H.L.MSZ20_2_P","Ratio.H.L.MSZ20_2_T","Ratio.H.L.MSZ20_3_P","Ratio.H.L.MSZ20_3_T","Ratio.H.L.MSZ20_4_P","Ratio.H.L.MSZ20_4_T","Ratio.MSZ20_P_T_1","Ratio.MSZ20_P_T_2","Ratio.MSZ20_P_T_3","Ratio.MSZ20_P_T_4","Log2.MSZ20_P_T_1","Log2.MSZ20_P_T_2","Log2.MSZ20_P_T_3","Log2.MSZ20_P_T_4","Log2.MSZ20_P_1","Log2.MSZ20_P_2","Log2.MSZ20_P_3","Log2.MSZ20_P_4","Log2.MSZ20_T_1","Log2.MSZ20_T_2","Log2.MSZ20_T_3","Log2.MSZ20_T_4","Log2.MSZ20_P_T_mean","Log2.MSZ20_T_mean","Log2.MSZ20_P_mean","MSZ20_P_T_count","MSZ20_P_T_p.val","MSZ20_P_T_rank","MSZ20_P_T_log10p.val"
"YBR055C","YBR055C","YBR055C","YBR055C PRP6 SGDID:S000000259, Chr II from 347301-344602, Genome Release 64-2-1, reverse complement, Verified ORF, Splicing factor; component of the U4/U6-U5 snRNP complex",0.1248,0.24588,0.19069,0.14337,0.1619,0.1059,0.15099,0.10694,0.507564665690581,1.33005510218316,1.52880075542965,1.41191322236768,-0.978336455982792,0.411486015651033,0.612400396310229,0.49765142181944,-3.0023101606872,-2.39069890581816,-2.62682510924688,-2.72747509121875,-2.02397370470441,-2.80218492146919,-3.23922550555711,-3.22512651303819,0.135800344449478,-2.82262766119223,-2.68682731674275,4,0.740376595126794,0.427969348659004,0.130547318671084
"YIL154C","YIL154C","YIL154C","YIL154C IMP2 SGDID:S000001416, Chr IX from 55021-53981, Genome Release 64-2-1, reverse complement, Verified ORF, Transcriptional activator involved in maintenance of ion homeostasis; also involved in protection against DNA damage caused by bleomycin and ",0.1636,0.066737,0.148,0.06836,0.16559,0.13791,0.13596,0.59438,2.4514137584848,2.16500877706261,1.20071060836778,0.228742555267674,1.29361400804626,1.11437287372754,0.263888478952455,-2.12820330516582,-2.6117553466077,-2.75633091903314,-2.5943125439464,-2.87874582789514,-3.90536935465396,-3.87070379276067,-2.85820102289885,-0.750542522729322,0.135918013890108,-2.8462041732607,-2.71028615937059,4,0.873943938549491,0.428352490421456,0.0585164254428213
"YOR153W","YOR153W","YOR153W","YOR153W PDR5 SGDID:S000005679, Chr XV from 619840-624375, Genome Release 64-2-1, Verified ORF, Plasma membrane ATP-binding cassette (ABC) transporter; multidrug transporter actively regulated by Pdr1p; also involved in steroid transport, cation resistance",0.08007,0.046072,0.19444,0.11575,0.065206,0.069469,0.064355,0.12043,1.73793193262719,1.67982721382289,0.93863449884121,0.534376816407872,0.797371579054375,0.74831284575362,-0.0913646083199673,-0.904070676107803,-3.64259438357369,-2.36260305564823,-3.93885146807942,-3.95780394816674,-4.43996596262806,-3.11091590140185,-3.84748685975945,-3.05373327205894,0.137562285095056,-3.61302549896208,-3.47546321386702,4,0.755165830435237,0.428735632183908,0.121957669119351
"YDR248C","YDR248C","YDR248C","YDR248C YDR248C SGDID:S000002656, Chr IV from 958339-957758, Genome Release 64-2-1, reverse complement, Uncharacterized ORF, Putative gluconokinase; sequence similarity to bacterial and human gluconokinase; green fluorescent protein (GFP)-fusion protein l",0.11283,0.11321,0.14613,0.095008,0.10178,0.1172,NA,0.12873,0.996643406059535,1.53808100370495,0.868430034129693,NA,-0.00485068688723125,0.621131485462311,-0.203518473332412,NA,-3.14777738267535,-2.77467570587521,-3.29647399845961,NA,-3.14292669578812,-3.39580719133752,-3.0929555251272,-2.95757978796727,0.137587441747556,-3.14731730005503,-3.07297569567006,3,0.63541432836684,0.42911877394636,0.196942996212534
"YER022W","YER022W","YER022W","YER022W SRB4 SGDID:S000000824, Chr V from 198812-200875, Genome Release 64-2-1, Verified ORF, Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for basal RNA poly",0.23524,0.2343,0.20687,0.1766,0.20057,0.24793,0.22324,0.14503,1.00401195049082,1.17140430351076,0.80897834066067,1.53926773770944,0.00577644141143421,0.228239099749777,-0.305827017991993,0.622244193505413,-2.08779469927488,-2.27320365215121,-2.31782226205743,-2.16333254338647,-2.09357114068631,-2.50144275190098,-2.01199524406544,-2.78557673689188,0.137608179168658,-2.34814646838615,-2.21053828921749,4,0.531581480287202,0.429501915708812,0.274430157806766
"YGR123C","YGR123C","YGR123C","YGR123C PPT1 SGDID:S000003355, Chr VII from 738203-736662, Genome Release 64-2-1, reverse complement, Verified ORF, Protein serine/threonine phosphatase; regulates Hsp90 chaperone by affecting its ATPase and cochaperone binding activities; has similarity ",0.067485,0.063116,0.12592,0.095796,0.11577,0.10186,0.077757,0.08477,1.06922175042778,1.31445989394129,1.13655998429217,0.917270260705438,0.096561090724994,0.394470123930316,0.184673827364877,-0.124581228750757,-3.88928932213661,-2.98942064892933,-3.1106666451744,-3.68488363143564,-3.9858504128616,-3.38389077285964,-3.29534047253928,-3.56030240268488,0.137780953317358,-3.55634601523635,-3.41856506191899,4,0.289956792015723,0.429885057471264,0.537666713781081
"YDL173W","YDL173W","YDL173W","YDL173W PAR32 SGDID:S000002332, Chr IV from 148191-149078, Genome Release 64-2-1, Verified ORF, Putative protein of unknown function; hyperphosphorylated upon rapamycin treatment in a Tap42p-dependent manner; green fluorescent protein (GFP)-fusion protein",0.12072,0.089013,0.092349,0.076968,NA,0.10312,0.09774,0.11935,1.35620639681844,1.19983629560337,NA,0.818935902806871,0.4395767544382,0.262837579473602,NA,-0.288177556722465,-3.05026338391013,-3.43675985068777,NA,-3.35490708519014,-3.48984013834833,-3.69959743016137,-3.27760392607516,-3.06672952846767,0.138078925729779,-3.38344275576313,-3.28064343992935,3,0.593038331455538,0.430268199233716,0.226917234794908
"YOR329C","YOR329C","YOR329C","YOR329C SCD5 SGDID:S000005856, Chr XV from 939349-936731, Genome Release 64-2-1, reverse complement, Verified ORF, Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent ",0.1946,0.11301,0.13707,0.1401,0.12042,NA,0.14664,0.18525,1.72197150694629,0.978372591006424,NA,0.791578947368421,0.784061270999925,-0.0315441073885759,NA,-0.337194851540673,-2.36141638476834,-2.86701524650721,-3.05385307235304,-2.76964940389693,-3.14547765576826,-2.83547113911863,NA,-2.43245455235625,0.138440770690225,-2.80446778241438,-2.76298352688138,3,0.719244920143346,0.430651340996169,0.14312319674595
"YER020W","YER020W","YER020W","YER020W GPA2 SGDID:S000000822, Chr V from 195168-196517, Genome Release 64-2-1, Verified ORF, Nucleotide binding alpha subunit of the heterotrimeric G protein; interacts with the receptor Gpr1p, has signaling role in response to nutrients; required for th",0.21203,0.14712,0.21352,0.12674,0.15911,0.2558,0.16981,0.17451,1.44120445894508,1.68470885276945,0.622009382329945,0.973067445991634,0.527275020441039,0.752499289948117,-0.684991752893548,-0.0393882892382464,-2.23765968958384,-2.22755688429485,-2.65190358356136,-2.55800667412595,-2.76493471002487,-2.98005617424296,-1.96691183066781,-2.51861838488771,0.13884856706434,-2.55763027495584,-2.4187817078915,4,0.69471311042522,0.431034482758621,0.158194505168249
"YOR204W","YOR204W","YOR204W","YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-2-1, Verified ORF, ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase; required for translation initiation of all yeast mRNAs; binds to mRNA cap-associated factors, and binding",0.11691,0.079913,0.081439,0.084981,0.086811,0.082446,0.091933,0.092072,1.46296597549835,0.958320095080077,1.05294374499673,0.998490311929794,0.548896216810234,-0.0614204739450875,0.0744283604071026,-0.00217966521375667,-3.09652975754662,-3.61813634329111,-3.52597832867214,-3.44327336971259,-3.64542597435685,-3.55671586934602,-3.60040668907924,-3.44109370449884,0.139931109514623,-3.56091055932024,-3.42097944980561,4,0.388623811680964,0.431417624521073,0.410470592915787
"YMR269W","YMR269W","YMR269W","YMR269W TMA23 SGDID:S000004882, Chr XIII from 804456-805091, Genome Release 64-2-1, Verified ORF, Nucleolar protein implicated in ribosome biogenesis; deletion extends chronological lifespan",0.1389,0.088663,0.19446,0.14451,0.14606,0.22927,0.18509,NA,1.56660613784781,1.34565082001246,0.637065468661404,NA,0.647642515868848,0.428304096730863,-0.650486454808011,NA,-2.84788149556806,-2.36245466839781,-2.77536695920211,-2.43370114316958,-3.49552401143691,-2.79075876512868,-2.1248805043941,NA,0.141820052597234,-2.80372109365323,-2.60485106658439,3,0.757494937060406,0.431800766283525,0.12062026555051
"YMR290C","YMR290C","YMR290C","YMR290C HAS1 SGDID:S000004903, Chr XIII from 851591-850074, Genome Release 64-2-1, reverse complement, Verified ORF, ATP-dependent RNA helicase; involved in the biogenesis of 40S and 60S ribosome subunits; localizes to both the nuclear periphery and nucle",0.091424,0.090716,0.090732,0.058686,0.090361,0.12826,0.09542,0.070627,1.00780457692138,1.54605868520601,0.704514267893342,1.35104138643861,0.0112159134016339,0.628595082036896,-0.505299170452479,0.434071869404695,-3.4512832483878,-3.46224472943731,-3.4681559530515,-3.38956450345251,-3.46249916178944,-4.09083981147421,-2.96285678259902,-3.8236363728572,0.142145923597686,-3.58495803217997,-3.44281210858228,4,0.611261665879957,0.432183908045977,0.213772839313811
"YLR422W","YLR422W","YLR422W","YLR422W YLR422W SGDID:S000004414, Chr XII from 965897-971695, Genome Release 64-2-1, Uncharacterized ORF, Protein of unknown function with similarity to human DOCK proteins; interacts with Ino4p; green fluorescent protein (GFP)-fusion protein localizes to",0.19101,0.18893,0.16969,0.19338,0.11801,0.16636,0.16467,0.069787,1.0110093685492,0.877495087392698,0.70936523202693,2.35960852307736,0.0157963660805374,-0.188537046295271,-0.495399473398502,1.23854752540783,-2.38827992483182,-2.55902654695138,-3.08301897818896,-2.6023503497411,-2.40407629091236,-2.37048950065611,-2.58761950479046,-3.84089787514893,0.142601842948649,-2.80077079287696,-2.65816894992831,4,0.732500454283081,0.432567049808429,0.135192101632455
"YJL141C","YJL141C","YJL141C","YJL141C YAK1 SGDID:S000003677, Chr X from 150390-147967, Genome Release 64-2-1, reverse complement, Verified ORF, Serine-threonine protein kinase; component of a glucose-sensing system that inhibits growth in response to glucose availability; upon nutrien",0.16752,0.20653,0.20437,0.16079,0.14148,0.19902,0.19581,0.096466,0.81111702900305,1.27103675601717,0.710883328308713,2.02983434577986,-0.302018011540086,0.346005751001368,-0.49231529380826,1.02136199427078,-2.577594747506,-2.29074465999992,-2.82132997073589,-2.35247364975162,-2.27557673596592,-2.63675041100128,-2.32901467692763,-3.37383564402241,0.143258609980951,-2.65379436697931,-2.51053575699836,4,0.704538117024588,0.432950191570881,0.152095505655216
"YGL167C","YGL167C","YGL167C","YGL167C PMR1 SGDID:S000003135, Chr VII from 190468-187616, Genome Release 64-2-1, reverse complement, Verified ORF, High affinity Ca2+/Mn2+ P-type ATPase; required for Ca2+ and Mn2+ transport into Golgi; involved in Ca2+ dependent protein sorting and proc",0.099764,0.12911,0.14521,0.12107,0.15627,0.097727,0.1337,0.13303,0.772705444969406,1.19938878334848,1.59904632291997,1.00503645794182,-0.372009530760003,0.262299385934346,0.677211732988922,0.00724783646674395,-3.32533687913327,-2.7837872858124,-2.67788725196495,-2.9029286294561,-2.95332734837327,-3.04608667174675,-3.35509898495388,-2.91017646592284,0.143687356157502,-3.06617236774918,-2.92248501159168,4,0.561047962711307,0.433333333333333,0.25100001031161
"YNL180C","YNL180C","YNL180C","YNL180C RHO5 SGDID:S000005124, Chr XIV from 300649-299654, Genome Release 64-2-1, reverse complement, Verified ORF, Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in ",0.15277,0.10969,0.12532,0.13483,0.13497,0.096264,0.12214,0.14876,1.39274318534051,0.929466735889639,1.40208177511842,0.821054046786771,0.477929256939016,-0.105524860539582,0.4875704956519,-0.284450902768736,-2.71056683096761,-2.99631142006576,-2.88928932213661,-3.03339234459356,-3.18849608790663,-2.89078655952618,-3.37685981778851,-2.74894144182482,0.143880997320649,-3.05127097676153,-2.90738997944089,4,0.522007689066392,0.433716475095785,0.282323099881816
"YGL083W","YGL083W","YGL083W","YGL083W SCY1 SGDID:S000003051, Chr VII from 353058-355472, Genome Release 64-2-1, Verified ORF, Putative kinase; suppressor of GTPase mutant; similar to bovine rhodopsin kinase; may have a role in intracellular sterol transport",0.12601,0.11505,0.14255,0.12676,0.15661,NA,0.14607,0.13316,1.09526292916123,1.12456610918271,NA,1.09695103634725,0.131277245226214,0.169368474443081,NA,0.133499130850021,-2.98838986609915,-2.8104600556115,-2.67475175907962,-2.77526818844653,-3.11966711132536,-2.97982853005458,NA,-2.90876731929655,0.144714950173105,-3.0027543202255,-2.8122174673092,3,0.00719676673431546,0.434099616858238,2.14286257368341
"YER103W","YER103W","YER103W","YER103W SSA4 SGDID:S000000905, Chr V from 364589-366517, Genome Release 64-2-1, Verified ORF, Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the ",0.66719,0.56927,0.67392,0.60154,0.63755,0.6117,0.72188,0.66098,1.17200976689444,1.12032450044885,1.04225927742357,1.09213591939242,0.228984592449125,0.16391666744495,0.0597142140109333,0.127152414894124,-0.583830429393943,-0.569350753411095,-0.649389604800763,-0.470169060812988,-0.812815021843068,-0.733267420856045,-0.709103818811697,-0.597321475707112,0.144941972199783,-0.71312693430448,-0.568184962104697,4,0.0262654599125346,0.43448275862069,1.58061499022629
"YHR084W","YHR084W","YHR084W","YHR084W STE12 SGDID:S000001126, Chr VIII from 274174-276240, Genome Release 64-2-1, Verified ORF, Transcription factor that is activated by a MAPK signaling cascade; activates genes involved in mating or pseudohyphal/invasive growth pathways; cooperates w",0.13325,0.10207,0.12423,0.15802,0.22459,0.10462,0.13957,0.20563,1.30547663368277,0.786166308062271,2.14672146817052,0.6787433740213,0.384576635535335,-0.347093557928993,1.10213501720664,-0.559061885673155,-2.90779256190291,-3.00891448634578,-2.15463440255218,-2.84093922140867,-3.29236919743825,-2.66182092841678,-3.25676941975882,-2.28187733573551,0.145139052284955,-2.87320922033734,-2.72807016805238,4,0.726358406683034,0.434865900383142,0.138849032693501
"YMR183C","YMR183C","YMR183C","YMR183C SSO2 SGDID:S000004795, Chr XIII from 627808-626921, Genome Release 64-2-1, reverse complement, Verified ORF, Plasma membrane t-SNARE; involved in fusion of secretory vesicles at the plasma membrane; syntaxin homolog that is functionally redundant ",0.11724,0.10401,0.11828,0.11352,0.11359,0.091195,0.12165,0.11846,1.12719930775887,1.04193093727977,1.24557267394046,1.02692892115482,0.172742630765552,0.0592596540597728,0.316809199238138,0.038336329030793,-3.09246322174727,-3.07972194631649,-3.13809226343768,-3.03919177461102,-3.26520585251282,-3.13898160037626,-3.45490146267582,-3.07752810364181,0.146786953273564,-3.23415425480168,-3.08736730152812,4,0.105276582165591,0.435249042145594,0.977668222996061
"YNL166C","YNL166C","YNL166C","YNL166C BNI5 SGDID:S000005110, Chr XIV from 323565-322219, Genome Release 64-2-1, reverse complement, Verified ORF, Protein involved in organization of septins at the mother-bud neck; may interact directly with the Cdc11p septin, localizes to bud neck in ",0.13066,0.27275,0.13035,0.13688,0.29762,0.15803,0.18828,0.10755,0.479046746104491,0.95229398012858,1.883313294944,1.75062761506276,-1.06176165169719,-0.0705210820664948,0.913273016662217,0.80787223337883,-2.93611055003567,-2.93953751201389,-1.74845661638729,-2.40904833674756,-1.87434889833848,-2.8690164299474,-2.66172963304951,-3.21692057012639,0.147215629069341,-2.65550388286544,-2.5082882537961,4,0.769639136470907,0.435632183908046,0.113712856353296
"YDR189W","YDR189W","YDR189W","YDR189W SLY1 SGDID:S000002597, Chr IV from 838392-840392, Genome Release 64-2-1, Verified ORF, Hydrophilic protein involved in ER/Golgi vesicle trafficking; SM (Sec1/Munc-18) family protein that binds the tSNARE Sed5p and stimulates its assembly into a tr",0.076445,0.085318,0.071076,0.12627,0.14883,0.1105,0.092708,0.041771,0.896000843901638,0.562889047279639,1.3468778280543,2.21943453592205,-0.158428003796296,-0.829077518433419,0.429618993447678,1.15019215579368,-3.70943404673807,-3.81449369780802,-2.74826273182298,-3.43116235186957,-3.55100604294177,-2.9854161793746,-3.17788172527066,-4.58135450766325,0.148076406752912,-3.57391461381257,-3.42583820705966,4,0.748600338518318,0.436015325670498,0.125749980832866
"YNL006W","YNL006W","YNL006W","YNL006W LST8 SGDID:S000004951, Chr XIV from 620067-620978, Genome Release 64-2-1, Verified ORF, Protein required for the transport of Gap1p; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface; component of the TOR s",0.14426,NA,0.14499,0.11959,0.15696,0.084163,0.16211,0.26795,NA,1.2123923404967,1.86495253258558,0.60500093300989,NA,0.277856642782276,0.899138910976554,-0.724990727627893,-2.79325676596209,-2.78597469428793,-2.67153114821757,-2.62495500646605,NA,-3.06383133707021,-3.57067005919413,-1.89996427883816,0.150668275376979,-2.84482189170083,-2.71892940373341,3,0.780326380873563,0.43639846743295,0.107723710431451
"YIL082W-A;YGR109W-B;YIL082W;YGR109W-A","YIL082W-A;YGR109W-B;YIL082W;YGR109W-A","YIL082W-A","YIL082W-A YIL082W-A SGDID:S000003537, Chr IX from 205635-206485,206487-210132, Genome Release 64-2-1, transposable_element_gene, Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid",0.13049,0.12944,0.14935,0.11488,0.17624,0.16876,0.20128,NA,1.00811186650185,1.30005222841226,1.04432329936004,NA,0.0116557383346019,0.378569583375102,0.0625684074815322,NA,-2.93798884367223,-2.74323085723866,-2.50438669473593,-2.31272426755752,-2.94964458200683,-3.12180044061376,-2.56695510221746,NA,0.150931243063745,-2.87946670827935,-2.62458266580109,3,0.319008437976728,0.436781609195402,0.496197829424744
"YPR129W","YPR129W","YPR129W","YPR129W SCD6 SGDID:S000006333, Chr XVI from 792687-793736, Genome Release 64-2-1, Verified ORF, Repressor of translation initiation; binds eIF4G through its RGG domain and inhibits recruitment of the preinitiation complex; also contains an Lsm domain; may",0.17381,0.12997,0.092175,0.069187,0.085225,0.098518,0.10586,0.10702,1.33730860967916,1.33225895038085,0.865070342475487,0.989160904503831,0.419332433476954,0.413874525442998,-0.209110645820723,-0.0157228749664872,-2.52441700620237,-3.43948067845563,-3.5525794954095,-3.23977053580194,-2.94374943967932,-3.85335520389863,-3.34346884958878,-3.22404766083545,0.152093359533185,-3.34115528850054,-3.18906192896736,4,0.406066421163701,0.437164750957854,0.391402922123499
"YNL010W","YNL010W","YNL010W","YNL010W YNL010W SGDID:S000004955, Chr XIV from 613635-614360, Genome Release 64-2-1, Uncharacterized ORF, Putative protein of unknown function; similar to phosphoserine phosphatases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplas",0.079013,0.084774,0.078261,0.072112,0.081794,0.061849,0.086153,0.075527,0.932042843324604,1.08527013534502,1.32247894064577,1.14069140837052,-0.101531821948462,0.118054189596483,0.403244748828661,0.189908551636562,-3.66176615050315,-3.67556264501233,-3.61186117164101,-3.53695515525409,-3.56023432855469,-3.79361683460882,-4.01510592046967,-3.72686370689065,0.152418917028311,-3.77395519763095,-3.62153628060264,4,0.239293998916969,0.437547892720307,0.621068192610657
"YML110C","YML110C","YML110C","YML110C COQ5 SGDID:S000004578, Chr XIII from 50954-50031, Genome Release 64-2-1, reverse complement, Verified ORF, 2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of",0.10651,0.09136,0.17515,0.088109,0.10961,0.093691,0.16411,0.29149,1.16582749562172,1.98787865030814,1.16990959643936,0.563003876633847,0.221354332601379,0.99122969053092,0.226397051340556,-0.828783238689902,-3.23093920647259,-2.51333710674739,-3.1895486698345,-2.60726494311161,-3.45229353907397,-3.50456679727831,-3.41594572117505,-1.77848170442171,0.152549458945738,-3.03782194048726,-2.88527248154152,4,0.710566057727013,0.437931034482759,0.148395541701642
"YIL143C","YIL143C","YIL143C","YIL143C SSL2 SGDID:S000001405, Chr IX from 83041-80510, Genome Release 64-2-1, reverse complement, Verified ORF, Component of RNA polymerase transcription factor TFIIH holoenzyme; has DNA-dependent ATPase/helicase activity and is required, with Rad3p, for",0.17045,0.15241,0.17656,0.10893,0.16892,0.095031,0.19344,0.40773,1.11836493668394,1.62085743137795,1.77752522860961,0.474431609153116,0.161391034723367,0.696757198758251,0.829870036318209,-1.07572796179671,-2.5525794954095,-2.5017695601572,-2.56558794263551,-2.37004194518769,-2.71397053013287,-3.19852675891545,-3.39545797895372,-1.29431398339098,0.15307257700078,-2.65056731284825,-2.49749473584748,4,0.747816493846716,0.438314176245211,0.126204960273511
"YGL112C","YGL112C","YGL112C","YGL112C TAF6 SGDID:S000003080, Chr VII from 299728-298178, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit (60 kDa) of TFIID and SAGA complexes; involved in transcription initiation of RNA polymerase II and in chromatin modification, simi",0.12819,0.1743,0.13865,0.13457,0.14807,0.11376,0.18119,0.11644,0.735456110154905,1.03031879319313,1.30159985935302,1.55608038474751,-0.44328884661078,0.0430907939122085,0.380286000229789,0.637916589682144,-2.96364437203454,-2.85048047850997,-2.75564872458761,-2.4644247606319,-2.52035552542376,-2.89357127242218,-3.1359347248174,-3.10234135031405,0.15450113430334,-2.91305071824435,-2.75854958394101,4,0.555510575223821,0.438697318007663,0.255307669004601
"YOR086C","YOR086C","YOR086C","YOR086C TCB1 SGDID:S000005612, Chr XV from 486779-483219, Genome Release 64-2-1, reverse complement, Verified ORF, Lipid-binding ER protein involved in ER-plasma membrane tethering; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connec",0.15458,0.16857,0.15383,0.22093,0.13958,0.11439,0.22195,0.11195,0.917007771252299,0.696283890825148,1.22021155695428,1.9825815096025,-0.124994134786066,-0.522252449188128,0.287131300008529,0.987380180472496,-2.69357442353752,-2.7005912090738,-2.84083585798101,-2.17169338622436,-2.56858028875145,-2.17833875988567,-3.12796715798954,-3.15907356669685,0.156816224126708,-2.75848994333088,-2.60167371920417,4,0.660008725992873,0.439080459770115,0.180450322601309
"YJL171C","YJL171C","YJL171C","YJL171C YJL171C SGDID:S000003707, Chr X from 100894-99704, Genome Release 64-2-1, reverse complement, Verified ORF, GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in ",0.1225,0.099082,0.10868,0.12908,0.13056,0.088341,0.11553,0.11457,1.23634969015563,0.841958475364115,1.47790946446158,1.00837915684734,0.306086854003274,-0.248179012264967,0.563557893859627,0.0120382031744713,-3.02914634565952,-3.20184162421484,-2.93721513246532,-3.11366056591867,-3.33523319966279,-2.95366261194987,-3.50077302632494,-3.12569876909314,0.158375984693101,-3.22884190175769,-3.07046591706458,4,0.43505349662144,0.439463601532567,0.361457336472982
"YHR041C","YHR041C","YHR041C","YHR041C SRB2 SGDID:S000001083, Chr VIII from 189749-189131,189864-189851, Genome Release 64-2-1, reverse complement, Verified ORF, Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II ho",0.098651,0.072034,0.10643,NA,0.10586,0.11893,0.13407,0.11756,1.36950606657967,NA,0.890103422181115,1.14043892480436,0.453655656846519,NA,-0.167955120606949,0.189589186464834,-3.34152251452048,-3.23202322646603,-3.23977053580194,-2.89894164432065,-3.795178171367,NA,-3.07181541519499,-3.08853083078548,0.158429907568135,-3.31850813911582,-3.17806448027727,3,0.47185770012255,0.439846743295019,0.32618895341941
"YKL045W","YKL045W","YKL045W","YKL045W PRI2 SGDID:S000001528, Chr XI from 353493-355079, Genome Release 64-2-1, Verified ORF, Subunit of DNA primase; DNA primase is required for DNA synthesis and double-strand break repair",0.15405,0.11729,0.091168,0.12038,0.15787,0.075,0.09421,0.12683,1.31341120300111,0.757335105499252,2.10493333333333,0.74280532996925,0.393318666158356,-0.40099628996484,1.07377454151378,-0.428943927577656,-2.6985294125101,-3.45532866300032,-2.66319105265243,-3.4079759857254,-3.09184807866845,-3.05433237303548,-3.73696559416621,-2.97903205814774,0.15928824753241,-3.21554452600447,-3.05625627847206,4,0.687719627382194,0.440229885057471,0.162588580802456
"YKL189W","YKL189W","YKL189W","YKL189W HYM1 SGDID:S000001672, Chr XI from 84704-85903, Genome Release 64-2-1, Verified ORF, Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with Kic1p and Sog2p, localizes to sites",0.12991,0.14422,0.26024,0.26196,0.24394,0.1566,0.12092,NA,0.900776591318818,0.99343411207818,1.55772669220945,NA,-0.150758758618271,-0.00950380867081533,0.639442130458263,NA,-2.94441560640236,-1.94208536739568,-2.03540175180015,-3.0478752108091,-2.79365684778409,-1.93258155872486,-2.67484388225841,NA,0.159726521056392,-2.46702742958912,-2.49244448410182,3,0.578939754497174,0.440613026819923,0.237366627379198
"YCL011C","YCL011C","YCL011C","YCL011C GBP2 SGDID:S000000517, Chr III from 103358-102075, Genome Release 64-2-1, reverse complement, Verified ORF, Poly(A+) RNA-binding protein; key surveillance factor for the selective export of spliced mRNAs from the nucleus to the cytoplasm; preferen",0.078332,0.063336,0.074557,0.093669,0.08688,0.059648,0.078014,0.071823,1.23676897814829,0.795962378161398,1.45654506437768,1.08619801456358,0.306576037738178,-0.32922785271477,0.542550338037444,0.119287131308009,-3.67425439553857,-3.74551237930235,-3.52483208663245,-3.68012314377199,-3.98083043327675,-3.41628452658758,-4.06738242466989,-3.79941027508,0.159796413592215,-3.81597691490355,-3.65618050131134,4,0.450320561778923,0.440996168582376,0.346478222561271
"YBR082C","YBR082C","YBR082C","YBR082C UBC4 SGDID:S000000286, Chr II from 407027-406628,407169-407123, Genome Release 64-2-1, reverse complement, Verified ORF, Ubiquitin-conjugating enzyme (E2); key E2 partner with Ubc1p for the anaphase-promoting complex (APC); mediates degradation of",0.19846,0.10774,0.09844,0.11291,0.11277,0.12979,0.11581,NA,1.84202710228327,0.871844832167213,0.868865089760382,NA,0.881294288379318,-0.197856702755087,-0.202795910302797,NA,-2.3330798362184,-3.34461153197865,-3.14854477367264,-3.11016826187524,-3.21437412459772,-3.14675482922356,-2.94574886336984,NA,0.160213891773811,-3.10229260573037,-2.98410110093623,3,0.700234067053816,0.441379310344828,0.154756764217112
"YLR043C","YLR043C","YLR043C","YLR043C TRX1 SGDID:S000004033, Chr XII from 232013-231702, Genome Release 64-2-1, reverse complement, Verified ORF, Cytoplasmic thioredoxin isoenzyme; part of thioredoxin system which protects cells against oxidative and reductive stress; forms LMA1 compl",0.097265,0.093802,0.11519,0.098277,0.10016,0.087085,0.11108,0.099294,1.03691818937763,1.17209520030119,1.15014066716426,1.11869800793603,0.0523020730950742,0.229089753569483,0.201810319786683,0.161820633942602,-3.36193543317865,-3.11791261748747,-3.31962162750419,-3.17032901261797,-3.41423750627372,-3.34700237105696,-3.52143194729088,-3.33214964656057,0.161255695098461,-3.40370536779553,-3.24244967269707,4,0.0254230553188569,0.44176245210728,1.59477225754348
